dms_orig,dms_dest,sctg2_t,mode_t,tht_22,o1_t,o2_t,d1_t,d2_t,,,
061-Los Angeles CA,190-Iowa,40-Misc. mfg. prods.,1-Truck,9.6716,61,Los Angeles CA,190,Iowa,,,
061-Los Angeles CA,190-Iowa,41-Waste/scrap,1-Truck,0.0452,61,Los Angeles CA,190,Iowa,,,
061-Los Angeles CA,190-Iowa,43-Mixed freight,1-Truck,4.1206,61,Los Angeles CA,190,Iowa,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),01-Live animals/fish,1-Truck,0,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),02-Cereal grains,1-Truck,0,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),03-Other ag prods.,1-Truck,10.7779,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),04-Animal feed,1-Truck,0.9868,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),05-Meat/seafood,1-Truck,0.6527,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),06-Milled grain prods.,1-Truck,2.714,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),07-Other foodstuffs,1-Truck,2.3375,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),08-Alcoholic beverages,1-Truck,0.0526,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),09-Tobacco prods.,1-Truck,0,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),13-Nonmetallic minerals,1-Truck,0.1054,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),19-Natural gas and other fossil products,1-Truck,0,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),20-Basic chemicals,1-Truck,3.9838,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),21-Pharmaceuticals,1-Truck,0.3336,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),22-Fertilizers,1-Truck,0.0187,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),23-Chemical prods.,1-Truck,28.6657,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),24-Plastics/rubber,1-Truck,17.6051,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),26-Wood prods.,1-Truck,7.6811,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),27-Newsprint/paper,1-Truck,0.5394,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),28-Paper articles,1-Truck,7.3719,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),29-Printed prods.,1-Truck,9.0343,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),30-Textiles/leather,1-Truck,45.1026,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),31-Nonmetal min. prods.,1-Truck,39.3836,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),32-Base metals,1-Truck,1.756,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),33-Articles-base metal,1-Truck,61.8155,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),34-Machinery,1-Truck,55.6851,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),35-Electronics,1-Truck,41.7339,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),36-Motorized vehicles,1-Truck,29.7874,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),37-Transport equip.,1-Truck,6.6652,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),38-Precision instruments,1-Truck,8.8044,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),39-Furniture,1-Truck,11.3938,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),40-Misc. mfg. prods.,1-Truck,18.571,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),41-Waste/scrap,1-Truck,0.0018,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,201-Kansas City MO-KS (KS Part),43-Mixed freight,1-Truck,6.6155,61,Los Angeles CA,201,Kansas City MO,,,
061-Los Angeles CA,202-Wichita KS,01-Live animals/fish,1-Truck,0,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,02-Cereal grains,1-Truck,0,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,03-Other ag prods.,1-Truck,0.8115,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,04-Animal feed,1-Truck,0.7263,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,05-Meat/seafood,1-Truck,0.6642,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,06-Milled grain prods.,1-Truck,3.6113,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,07-Other foodstuffs,1-Truck,0.2326,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,08-Alcoholic beverages,1-Truck,0.0279,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,09-Tobacco prods.,1-Truck,0.0001,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,13-Nonmetallic minerals,1-Truck,0.0533,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,19-Natural gas and other fossil products,1-Truck,0,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,20-Basic chemicals,1-Truck,2.8819,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,21-Pharmaceuticals,1-Truck,0.386,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,22-Fertilizers,1-Truck,0.0121,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,23-Chemical prods.,1-Truck,2.3913,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,24-Plastics/rubber,1-Truck,9.038,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,26-Wood prods.,1-Truck,4.3491,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,27-Newsprint/paper,1-Truck,0.3056,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,28-Paper articles,1-Truck,2.7167,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,29-Printed prods.,1-Truck,5.8402,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,30-Textiles/leather,1-Truck,22.39,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,31-Nonmetal min. prods.,1-Truck,16.9061,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,32-Base metals,1-Truck,20.2022,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,33-Articles-base metal,1-Truck,41.6143,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,34-Machinery,1-Truck,32.8071,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,35-Electronics,1-Truck,19.1247,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,36-Motorized vehicles,1-Truck,19.5619,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,37-Transport equip.,1-Truck,13.788,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,38-Precision instruments,1-Truck,5.0171,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,39-Furniture,1-Truck,3.6421,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,40-Misc. mfg. prods.,1-Truck,8.758,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,41-Waste/scrap,1-Truck,0.001,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,202-Wichita KS,43-Mixed freight,1-Truck,1.0585,61,Los Angeles CA,202,Wichita KS,,,
061-Los Angeles CA,209-Rest of KS,01-Live animals/fish,1-Truck,0,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,02-Cereal grains,1-Truck,0,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,03-Other ag prods.,1-Truck,4.2489,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,04-Animal feed,1-Truck,1.1004,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,05-Meat/seafood,1-Truck,1.6556,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,06-Milled grain prods.,1-Truck,2.6677,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,07-Other foodstuffs,1-Truck,0.5939,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,08-Alcoholic beverages,1-Truck,0.0492,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,09-Tobacco prods.,1-Truck,0,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,13-Nonmetallic minerals,1-Truck,0.0938,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,19-Natural gas and other fossil products,1-Truck,1.298,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,20-Basic chemicals,1-Truck,4.4493,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,21-Pharmaceuticals,1-Truck,0.4835,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,22-Fertilizers,1-Truck,0.0209,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,23-Chemical prods.,1-Truck,2.6822,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,24-Plastics/rubber,1-Truck,6.5702,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,26-Wood prods.,1-Truck,7.6538,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,27-Newsprint/paper,1-Truck,0.8017,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,28-Paper articles,1-Truck,4.5329,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,29-Printed prods.,1-Truck,9.1106,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,30-Textiles/leather,1-Truck,39.9666,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,31-Nonmetal min. prods.,1-Truck,24.0703,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,32-Base metals,1-Truck,9.1031,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,33-Articles-base metal,1-Truck,69.2971,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,34-Machinery,1-Truck,53.5611,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,35-Electronics,1-Truck,29.916,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,36-Motorized vehicles,1-Truck,28.0748,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,37-Transport equip.,1-Truck,7.3962,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,38-Precision instruments,1-Truck,9.0722,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,39-Furniture,1-Truck,8.8379,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,40-Misc. mfg. prods.,1-Truck,12.0638,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,41-Waste/scrap,1-Truck,0.002,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,209-Rest of KS,43-Mixed freight,1-Truck,2.1789,61,Los Angeles CA,209,Rest of KS,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),02-Cereal grains,1-Truck,0,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),03-Other ag prods.,1-Truck,0.2466,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),04-Animal feed,1-Truck,0,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),05-Meat/seafood,1-Truck,0.001,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),06-Milled grain prods.,1-Truck,5.916,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),07-Other foodstuffs,1-Truck,1.0803,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),08-Alcoholic beverages,1-Truck,1.0775,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),09-Tobacco prods.,1-Truck,0,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),11-Natural sands,1-Truck,0.2306,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),13-Nonmetallic minerals,1-Truck,0.1213,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),19-Natural gas and other fossil products,1-Truck,0,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),20-Basic chemicals,1-Truck,0.051,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),21-Pharmaceuticals,1-Truck,1.2855,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),22-Fertilizers,1-Truck,0.0325,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),23-Chemical prods.,1-Truck,1.1481,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),24-Plastics/rubber,1-Truck,11.4898,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),26-Wood prods.,1-Truck,0.3247,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),27-Newsprint/paper,1-Truck,33.2661,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),28-Paper articles,1-Truck,0.7558,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),29-Printed prods.,1-Truck,2.342,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),30-Textiles/leather,1-Truck,8.1902,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),31-Nonmetal min. prods.,1-Truck,4.7546,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),32-Base metals,1-Truck,2.8279,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),33-Articles-base metal,1-Truck,18.6924,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),34-Machinery,1-Truck,13.18,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),35-Electronics,1-Truck,38.5502,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),36-Motorized vehicles,1-Truck,10.4359,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),37-Transport equip.,1-Truck,0.4469,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),38-Precision instruments,1-Truck,4.8128,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),39-Furniture,1-Truck,2.9481,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),40-Misc. mfg. prods.,1-Truck,16.7198,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),41-Waste/scrap,1-Truck,0.0032,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,211-Cincinnati OH-KY-IN (KY Part),43-Mixed freight,1-Truck,0.9815,61,Los Angeles CA,211,Cincinnati OH,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),02-Cereal grains,1-Truck,0,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),03-Other ag prods.,1-Truck,0.6583,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),04-Animal feed,1-Truck,0,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),05-Meat/seafood,1-Truck,0,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),06-Milled grain prods.,1-Truck,0.0665,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),07-Other foodstuffs,1-Truck,0.9107,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),08-Alcoholic beverages,1-Truck,2.3705,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),09-Tobacco prods.,1-Truck,0,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),11-Natural sands,1-Truck,0.6176,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),12-Gravel,1-Truck,0,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),13-Nonmetallic minerals,1-Truck,0.3322,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),14-Metallic ores,1-Truck,0,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),19-Natural gas and other fossil products,1-Truck,0,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),20-Basic chemicals,1-Truck,3.0522,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),21-Pharmaceuticals,1-Truck,0.3372,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),22-Fertilizers,1-Truck,0.1032,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),23-Chemical prods.,1-Truck,2.7018,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),24-Plastics/rubber,1-Truck,37.8679,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),26-Wood prods.,1-Truck,4.2477,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),27-Newsprint/paper,1-Truck,0.2516,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),28-Paper articles,1-Truck,2.187,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),29-Printed prods.,1-Truck,5.1941,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),30-Textiles/leather,1-Truck,29.7907,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),31-Nonmetal min. prods.,1-Truck,10.2871,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),32-Base metals,1-Truck,12.7442,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),33-Articles-base metal,1-Truck,31.4215,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),34-Machinery,1-Truck,38.3106,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),35-Electronics,1-Truck,101.8238,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),36-Motorized vehicles,1-Truck,22.3681,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),37-Transport equip.,1-Truck,0.0294,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),38-Precision instruments,1-Truck,9.959,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),39-Furniture,1-Truck,5.8594,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),40-Misc. mfg. prods.,1-Truck,71.2801,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),41-Waste/scrap,1-Truck,0.9941,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,212-Louisville KY-IN (KY Part),43-Mixed freight,1-Truck,0.3757,61,Los Angeles CA,212,Louisville KY,,,
061-Los Angeles CA,219-Rest of KY,02-Cereal grains,1-Truck,0,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,03-Other ag prods.,1-Truck,3.1346,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,04-Animal feed,1-Truck,0,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,05-Meat/seafood,1-Truck,6.1261,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,06-Milled grain prods.,1-Truck,0.238,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,07-Other foodstuffs,1-Truck,18.9564,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,08-Alcoholic beverages,1-Truck,3.625,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,09-Tobacco prods.,1-Truck,0.0002,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,11-Natural sands,1-Truck,1.1806,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,12-Gravel,1-Truck,4.5004,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,13-Nonmetallic minerals,1-Truck,0.6358,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,14-Metallic ores,1-Truck,0,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,19-Natural gas and other fossil products,1-Truck,0,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,20-Basic chemicals,1-Truck,14.8464,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,21-Pharmaceuticals,1-Truck,0.7303,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,22-Fertilizers,1-Truck,0.1712,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,23-Chemical prods.,1-Truck,7.4106,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,24-Plastics/rubber,1-Truck,3.7971,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,26-Wood prods.,1-Truck,1.347,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,27-Newsprint/paper,1-Truck,0.6829,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,28-Paper articles,1-Truck,4.5377,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,29-Printed prods.,1-Truck,17.4503,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,30-Textiles/leather,1-Truck,69.5613,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,31-Nonmetal min. prods.,1-Truck,29.2036,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,32-Base metals,1-Truck,26.5633,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,33-Articles-base metal,1-Truck,89.2977,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,34-Machinery,1-Truck,47.5456,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,35-Electronics,1-Truck,147.6886,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,36-Motorized vehicles,1-Truck,63.5125,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,37-Transport equip.,1-Truck,0.0559,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,38-Precision instruments,1-Truck,21.9558,61,Los Angeles CA,219,Rest of KY,,,
061-Los Angeles CA,219-Rest of KY,39-Furniture,1-Truck,11.8136,61,Los Angeles CA,219,Rest of KY,,,
