dms_orig,dms_dest,sctg2_t,mode_t,tht_22,o1_t,o2_t,d1_t,d2_t,,,
061-Los Angeles CA,271-Minneapolis-St. Paul MN-WI (MN Part),35-Electronics,1-Truck,58.5316,61,Los Angeles CA,271,Minneapolis,,,
061-Los Angeles CA,271-Minneapolis-St. Paul MN-WI (MN Part),36-Motorized vehicles,1-Truck,45.8407,61,Los Angeles CA,271,Minneapolis,,,
061-Los Angeles CA,271-Minneapolis-St. Paul MN-WI (MN Part),37-Transport equip.,1-Truck,0.6037,61,Los Angeles CA,271,Minneapolis,,,
061-Los Angeles CA,271-Minneapolis-St. Paul MN-WI (MN Part),38-Precision instruments,1-Truck,12.2715,61,Los Angeles CA,271,Minneapolis,,,
061-Los Angeles CA,271-Minneapolis-St. Paul MN-WI (MN Part),39-Furniture,1-Truck,28.9771,61,Los Angeles CA,271,Minneapolis,,,
061-Los Angeles CA,271-Minneapolis-St. Paul MN-WI (MN Part),40-Misc. mfg. prods.,1-Truck,38.098,61,Los Angeles CA,271,Minneapolis,,,
061-Los Angeles CA,271-Minneapolis-St. Paul MN-WI (MN Part),41-Waste/scrap,1-Truck,0.3786,61,Los Angeles CA,271,Minneapolis,,,
061-Los Angeles CA,271-Minneapolis-St. Paul MN-WI (MN Part),43-Mixed freight,1-Truck,9.5501,61,Los Angeles CA,271,Minneapolis,,,
061-Los Angeles CA,279-Rest of MN,02-Cereal grains,1-Truck,0.0251,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,03-Other ag prods.,1-Truck,14.477,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,04-Animal feed,1-Truck,0.1025,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,05-Meat/seafood,1-Truck,0.0196,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,06-Milled grain prods.,1-Truck,0.1024,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,07-Other foodstuffs,1-Truck,2.8366,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,08-Alcoholic beverages,1-Truck,0.056,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,13-Nonmetallic minerals,1-Truck,0.137,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,19-Natural gas and other fossil products,1-Truck,0,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,20-Basic chemicals,1-Truck,4.8179,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,21-Pharmaceuticals,1-Truck,0.0586,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,22-Fertilizers,1-Truck,0.0255,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,23-Chemical prods.,1-Truck,1.1994,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,24-Plastics/rubber,1-Truck,13.466,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,26-Wood prods.,1-Truck,3.0445,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,27-Newsprint/paper,1-Truck,0.0074,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,28-Paper articles,1-Truck,1.1291,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,29-Printed prods.,1-Truck,1.8576,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,30-Textiles/leather,1-Truck,33.7003,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,31-Nonmetal min. prods.,1-Truck,20.6215,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,32-Base metals,1-Truck,12.6455,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,33-Articles-base metal,1-Truck,18.7103,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,34-Machinery,1-Truck,35.3523,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,35-Electronics,1-Truck,50.4779,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,36-Motorized vehicles,1-Truck,11.8859,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,37-Transport equip.,1-Truck,0.0275,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,38-Precision instruments,1-Truck,2.1414,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,39-Furniture,1-Truck,6.3154,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,40-Misc. mfg. prods.,1-Truck,17.0828,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,41-Waste/scrap,1-Truck,0.175,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,279-Rest of MN,43-Mixed freight,1-Truck,0.2384,61,Los Angeles CA,279,Rest of MN,,,
061-Los Angeles CA,280-Mississippi,01-Live animals/fish,1-Truck,0.0071,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,02-Cereal grains,1-Truck,1.1842,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,03-Other ag prods.,1-Truck,0.9903,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,04-Animal feed,1-Truck,0.0168,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,05-Meat/seafood,1-Truck,0.1613,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,06-Milled grain prods.,1-Truck,0.5473,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,07-Other foodstuffs,1-Truck,0.9817,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,10-Building stone,1-Truck,0.0002,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,19-Natural gas and other fossil products,1-Truck,0,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,20-Basic chemicals,1-Truck,24.2022,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,21-Pharmaceuticals,1-Truck,2.4968,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,23-Chemical prods.,1-Truck,1.5635,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,24-Plastics/rubber,1-Truck,32.7058,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,26-Wood prods.,1-Truck,2.9766,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,27-Newsprint/paper,1-Truck,3.5072,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,28-Paper articles,1-Truck,1.0397,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,29-Printed prods.,1-Truck,1.3053,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,30-Textiles/leather,1-Truck,51.8105,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,31-Nonmetal min. prods.,1-Truck,18.867,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,32-Base metals,1-Truck,1.6111,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,33-Articles-base metal,1-Truck,67.9355,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,34-Machinery,1-Truck,41.405,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,35-Electronics,1-Truck,158.0012,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,36-Motorized vehicles,1-Truck,12.2459,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,37-Transport equip.,1-Truck,0.3469,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,38-Precision instruments,1-Truck,32.0504,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,39-Furniture,1-Truck,32.9863,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,40-Misc. mfg. prods.,1-Truck,31.9389,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,41-Waste/scrap,1-Truck,5.9065,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,280-Mississippi,43-Mixed freight,1-Truck,3.982,61,Los Angeles CA,280,Mississippi,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),02-Cereal grains,1-Truck,0.0039,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),03-Other ag prods.,1-Truck,13.1687,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),04-Animal feed,1-Truck,1.0851,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),05-Meat/seafood,1-Truck,0.1477,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),06-Milled grain prods.,1-Truck,0.2561,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),07-Other foodstuffs,1-Truck,2.6577,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),08-Alcoholic beverages,1-Truck,0.2413,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),10-Building stone,1-Truck,0.6118,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),11-Natural sands,1-Truck,0.0094,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),12-Gravel,1-Truck,0,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),13-Nonmetallic minerals,1-Truck,0.4421,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),14-Metallic ores,1-Truck,0.0207,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),18-Fuel oils,1-Truck,0,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),19-Natural gas and other fossil products,1-Truck,0,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),20-Basic chemicals,1-Truck,49.1781,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),21-Pharmaceuticals,1-Truck,5.0971,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),22-Fertilizers,1-Truck,0.0061,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),23-Chemical prods.,1-Truck,7.0124,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),24-Plastics/rubber,1-Truck,27.4307,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),26-Wood prods.,1-Truck,9.8119,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),27-Newsprint/paper,1-Truck,0.5633,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),28-Paper articles,1-Truck,3.964,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),29-Printed prods.,1-Truck,12.4145,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),30-Textiles/leather,1-Truck,15.3944,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),31-Nonmetal min. prods.,1-Truck,16.0436,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),32-Base metals,1-Truck,30.0914,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),33-Articles-base metal,1-Truck,30.0086,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),34-Machinery,1-Truck,26.783,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),35-Electronics,1-Truck,14.5496,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),36-Motorized vehicles,1-Truck,32.3897,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),37-Transport equip.,1-Truck,0.3669,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),38-Precision instruments,1-Truck,2.7609,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),39-Furniture,1-Truck,12.4189,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),40-Misc. mfg. prods.,1-Truck,31.9015,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),41-Waste/scrap,1-Truck,0.0192,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,291-Kansas City MO-KS (MO Part),43-Mixed freight,1-Truck,2.9905,61,Los Angeles CA,291,Kansas City MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),02-Cereal grains,1-Truck,0.192,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),03-Other ag prods.,1-Truck,13.0315,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),04-Animal feed,1-Truck,3.8799,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),05-Meat/seafood,1-Truck,2.2881,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),06-Milled grain prods.,1-Truck,2.1981,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),07-Other foodstuffs,1-Truck,8.987,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),08-Alcoholic beverages,1-Truck,0.7,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),10-Building stone,1-Truck,0.0118,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),11-Natural sands,1-Truck,0.0158,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),12-Gravel,1-Truck,0,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),13-Nonmetallic minerals,1-Truck,0.928,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),14-Metallic ores,1-Truck,0.0318,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),18-Fuel oils,1-Truck,0,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),19-Natural gas and other fossil products,1-Truck,0.0248,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),20-Basic chemicals,1-Truck,50.2999,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),21-Pharmaceuticals,1-Truck,17.0671,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),22-Fertilizers,1-Truck,0.0103,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),23-Chemical prods.,1-Truck,14.2041,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),24-Plastics/rubber,1-Truck,135.9941,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),26-Wood prods.,1-Truck,2.3451,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),27-Newsprint/paper,1-Truck,0.9455,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),28-Paper articles,1-Truck,18.8853,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),29-Printed prods.,1-Truck,21.3813,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),30-Textiles/leather,1-Truck,26.0023,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),31-Nonmetal min. prods.,1-Truck,20.5973,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),32-Base metals,1-Truck,22.2094,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),33-Articles-base metal,1-Truck,50.5824,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),34-Machinery,1-Truck,37.2504,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),35-Electronics,1-Truck,36.9421,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),36-Motorized vehicles,1-Truck,21.1132,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),37-Transport equip.,1-Truck,1.2371,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),38-Precision instruments,1-Truck,3.5481,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),39-Furniture,1-Truck,13.3499,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),40-Misc. mfg. prods.,1-Truck,43.63,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),41-Waste/scrap,1-Truck,0.0238,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,292-St. Louis MO-IL (MO Part),43-Mixed freight,1-Truck,4.579,61,Los Angeles CA,292,St. Louis MO,,,
061-Los Angeles CA,299-Rest of MO,02-Cereal grains,1-Truck,0.0055,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,03-Other ag prods.,1-Truck,7.252,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,04-Animal feed,1-Truck,3.8132,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,05-Meat/seafood,1-Truck,1.9863,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,06-Milled grain prods.,1-Truck,0.3393,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,07-Other foodstuffs,1-Truck,81.0112,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,08-Alcoholic beverages,1-Truck,0.4802,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,10-Building stone,1-Truck,0.0003,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,11-Natural sands,1-Truck,0.0124,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,12-Gravel,1-Truck,0.079,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,13-Nonmetallic minerals,1-Truck,0.5803,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,19-Natural gas and other fossil products,1-Truck,0,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,20-Basic chemicals,1-Truck,80.6456,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,22-Fertilizers,1-Truck,0.0082,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,23-Chemical prods.,1-Truck,6.8895,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,24-Plastics/rubber,1-Truck,43.7537,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,26-Wood prods.,1-Truck,1.1524,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,27-Newsprint/paper,1-Truck,0.9163,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,28-Paper articles,1-Truck,5.4565,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,29-Printed prods.,1-Truck,16.5661,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,30-Textiles/leather,1-Truck,28.3058,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,31-Nonmetal min. prods.,1-Truck,0.2285,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,32-Base metals,1-Truck,24.6349,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,33-Articles-base metal,1-Truck,70.8182,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,34-Machinery,1-Truck,26.6611,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,35-Electronics,1-Truck,27.1932,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,36-Motorized vehicles,1-Truck,31.3238,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,37-Transport equip.,1-Truck,0.3113,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,38-Precision instruments,1-Truck,3.8214,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,39-Furniture,1-Truck,31.2115,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,40-Misc. mfg. prods.,1-Truck,60.4198,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,41-Waste/scrap,1-Truck,0.0169,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,299-Rest of MO,43-Mixed freight,1-Truck,8.0888,61,Los Angeles CA,299,Rest of MO,,,
061-Los Angeles CA,300-Montana,01-Live animals/fish,1-Truck,2.9198,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,02-Cereal grains,1-Truck,10.982,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,03-Other ag prods.,1-Truck,122.2145,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,04-Animal feed,1-Truck,8.6115,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,05-Meat/seafood,1-Truck,2.5554,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,06-Milled grain prods.,1-Truck,7.1342,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,07-Other foodstuffs,1-Truck,36.8795,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,08-Alcoholic beverages,1-Truck,27.3222,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,09-Tobacco prods.,1-Truck,0.0005,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,10-Building stone,1-Truck,0,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,11-Natural sands,1-Truck,16.4565,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,12-Gravel,1-Truck,0.3008,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,13-Nonmetallic minerals,1-Truck,4.3692,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,15-Coal,1-Truck,0.0025,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,16-Crude petroleum,1-Truck,0.0017,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,17-Gasoline,1-Truck,0.0033,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,18-Fuel oils,1-Truck,0.0158,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,19-Natural gas and other fossil products,1-Truck,1.9637,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,20-Basic chemicals,1-Truck,42.4429,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,21-Pharmaceuticals,1-Truck,0.1822,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,22-Fertilizers,1-Truck,11.4442,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,23-Chemical prods.,1-Truck,19.2483,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,24-Plastics/rubber,1-Truck,17.1035,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,26-Wood prods.,1-Truck,2.2836,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,27-Newsprint/paper,1-Truck,0.6459,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,28-Paper articles,1-Truck,1.6451,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,29-Printed prods.,1-Truck,1.9452,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,30-Textiles/leather,1-Truck,3.8519,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,31-Nonmetal min. prods.,1-Truck,108.2331,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,32-Base metals,1-Truck,0.6508,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,33-Articles-base metal,1-Truck,15.4352,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,34-Machinery,1-Truck,40.7764,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,35-Electronics,1-Truck,9.1258,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,36-Motorized vehicles,1-Truck,28.0277,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,37-Transport equip.,1-Truck,0.4563,61,Los Angeles CA,300,Montana,,,
061-Los Angeles CA,300-Montana,38-Precision instruments,1-Truck,1.0003,61,Los Angeles CA,300,Montana,,,
